citekey,domain,grader,paper,fig,pass_pct,score,grader_id
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,92,67
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,92,68
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,92,69
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,92,70
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,92,71
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,92,72
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,92,73
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,92,74
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,92,75
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,93,76
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,93,77
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,93,78
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,94,79
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,94,80
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,94,81
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,94,82
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,95,83
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,95,84
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,95,85
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,95,86
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,96,87
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,96,88
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,97,89
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,97,90
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,1,75,97,91
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,65,92
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,74,93
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,75,94
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,77,95
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,78,96
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,79,97
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,79,98
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,79,99
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,80,100
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,80,101
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,80,102
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,82,103
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,82,104
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,83,105
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,84,106
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,85,107
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,85,108
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,85,109
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,86,110
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,86,111
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,86,112
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,86,113
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,86,114
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,87,115
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,87,116
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,87,117
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,87,118
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,88,119
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,88,120
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,88,121
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,89,122
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,89,123
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,90,124
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,90,125
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,90,126
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,90,127
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,90,128
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,90,129
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,90,130
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,91,131
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,92,132
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,92,133
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,92,134
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,93,135
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,93,136
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,93,137
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,94,138
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,95,139
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,96,140
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,97,141
@starchReliabilityGradingHighSchool1912,Writing,Teacher,A,2,70,97,142
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,50,143
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,62,144
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,65,145
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,65,146
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,65,147
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,67,148
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,67,149
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,67,150
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,70,151
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,70,152
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,71,153
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,73,154
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,73,155
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,75,156
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,75,157
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,75,158
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,75,159
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,75,160
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,75,161
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,76,162
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,76,163
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,76,164
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,76,165
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,76,166
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,77,167
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,77,168
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,77,169
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,78,170
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,78,171
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,78,172
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,78,173
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,78,174
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,78,175
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,78,176
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,78,177
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,79,178
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,79,179
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,80,180
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,80,181
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,80,182
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,80,183
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,80,184
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,80,185
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,80,186
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,80,187
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,80,188
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,80,189
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,81,190
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,81,191
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,81,192
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,81,193
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,81,194
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,82,195
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,82,196
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,82,197
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,83,198
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,83,199
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,83,200
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,83,201
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,83,202
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,83,203
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,83,204
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,84,205
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,84,206
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,85,207
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,85,208
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,85,209
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,85,210
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,86,211
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,86,212
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,86,213
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,86,214
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,86,215
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,87,216
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,87,217
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,87,218
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,87,219
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,88,220
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,88,221
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,89,222
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,89,223
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,89,224
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,89,225
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,90,226
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,90,227
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,90,228
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,90,229
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,91,230
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,91,231
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,93,232
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,3,75,98,233
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,59,234
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,61,235
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,63,236
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,65,237
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,65,238
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,67,239
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,68,240
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,68,241
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,69,242
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,70,243
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,70,244
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,72,245
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,72,246
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,73,247
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,73,248
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,73,249
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,73,250
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,74,251
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,74,252
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,74,253
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,75,254
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,75,255
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,75,256
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,76,257
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,76,258
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,78,259
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,78,260
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,78,261
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,79,262
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,80,263
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,80,264
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,80,265
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,80,266
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,80,267
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,80,268
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,80,269
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,80,270
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,81,271
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,82,272
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,83,273
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,84,274
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,84,275
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,85,276
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,85,277
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,85,278
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,88,279
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,89,280
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,91,281
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,93,282
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,94,283
@starchReliabilityGradingHighSchool1912,Writing,Teacher,B,4,70,95,284
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,74,285
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,75,286
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,80,287
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,82,288
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,82,289
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,84,290
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,84,291
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,84,292
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,85,293
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,85,294
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,85,295
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,85,296
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,85,297
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,87,298
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,88,299
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,88,300
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,88,301
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,88,302
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,88,303
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,88,304
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,89,305
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,89,306
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,89,307
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,89,308
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,90,309
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,90,310
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,90,311
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,90,312
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,90,313
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,90,314
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,90,315
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,90,316
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,90,317
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,90,318
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,91,319
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,91,320
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,91,321
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,92,322
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,92,323
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,92,324
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,92,325
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,92,326
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,92,327
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,92,328
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,93,329
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,93,330
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,93,331
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,93,332
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,93,333
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,93,334
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,93,335
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,93,336
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,93,337
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,93,338
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,94,339
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,94,340
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,94,341
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,94,342
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,94,343
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,94,344
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,94,345
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,94,346
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,94,347
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,94,348
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,95,349
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,95,350
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,95,351
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,95,352
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,95,353
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,95,354
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,95,355
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,95,356
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,96,357
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,96,358
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,96,359
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,96,360
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,96,361
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,97,362
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,97,363
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,97,364
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,97,365
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,98,366
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,98,367
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,98,368
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,98,369
@starchReliabilityGradingHighSchool1912,Writing,Student,A,7,70,99,370
@starchReliabilityGradingHighSchool1912,Writing,Student,B,8,70,65,371
